YEAR;SHOW;RUNNING ORDER;COUNTRY;ARTIST;SONG TITLE;LANGUAGE;PLACE;POINTS
2006;Grand Final;15;United Kingdom;Daz Sampson;"Teenage Life";English;19;25
2006;Grand Final;16;Greece;Anna Vissi;"Everything";English;9;128
2006;Grand Final;17;Finland;Lordi;"Hard Rock Hallelujah";English;1;292
2006;Grand Final;18;Ukraine;Tina Karol;"Show Me Your Love";English;7;145
2006;Grand Final;19;France;Virginie Pouchain;"Il était temps";French;22;5
2006;Grand Final;20;Croatia;Severina;"Moja štikla";Croatian;12;56
2006;Grand Final;21;Ireland;Brian Kennedy;"Every Song Is a Cry for Love";English;10;93
2006;Grand Final;22;Sweden;Carola;"Invincible";English;5;170
2006;Grand Final;23;Turkey;Sibel Tüzün;"Süper Star";Turkish, English;11;91
2006;Grand Final;24;Armenia;André;"Without Your Love";English;8;129
2007;Semifinal;01;Bulgaria;Elitsa Todorova & Stoyan Yankoulov;"Water";Bulgarian;6;146
2007;Semifinal;02;Israel;Teapacks;"Push the Button";English, French, Hebrew;24;17
2007;Semifinal;03;Cyprus;Evridiki;"Comme ci, comme ça";French;15;65
2007;Semifinal;04;Belarus;Koldun;"Work Your Magic";English;4;176
2007;Semifinal;05;Iceland;Eiríkur Hauksson;"Valentine Lost";English;13;77
2007;Semifinal;06;Georgia;Sopho;"Visionary Dream";English;8;123
2007;Semifinal;07;Montenegro;Stevan Faddy;"'Ajde, kroči" ('Ајде, крочи);Montenegrin;22;33
2007;Semifinal;08;Switzerland;DJ BoBo;"Vampires Are Alive";English;20;40
2007;Semifinal;09;Moldova;Natalia Barbu;"Fight";English;10;91
2007;Semifinal;10;Netherlands;Edsilia Rombley;"On Top of the World";English;21;38
2007;Semifinal;11;Albania;Frederik Ndoci;"Hear My Plea";English, Albanian;17;49
2007;Semifinal;12;Denmark;DQ;"Drama Queen";English;19;45
2007;Semifinal;13;Croatia;Dragonfly feat. Dado Topić;"Vjerujem u ljubav";Croatian, English;16;54
2007;Semifinal;14;Poland;The Jet Set;"Time to Party";English;14;75
2007;Semifinal;15;Serbia;Marija Šerifović;"Molitva" (Молитва);Serbian;1;298
2007;Semifinal;16;Czech Republic;Kabát;"Malá dáma";Czech;28;1
2007;Semifinal;17;Portugal;Sabrina;"Dança comigo";Portuguese, English;11;88
2007;Semifinal;18;Macedonia;Karolina;"Mojot svet" (Мојот свет);Macedonian, English;9;97
2007;Semifinal;19;Norway;Guri Schanke;"Ven a bailar conmigo";English;18;48
2007;Semifinal;20;Malta;Olivia Lewis;"Vertigo";English;25;15
2007;Semifinal;21;Andorra;Anonymous;"Salvem el món";Catalan, English;12;80
2007;Semifinal;22;Hungary;Magdi Rúzsa;"Unsubstantial Blues";English;2;224
2007;Semifinal;23;Estonia;Gerli Padar;"Partners in Crime";English;22;33
2007;Semifinal;24;Belgium;The KMG's;"Love Power";English;26;14
2007;Semifinal;25;Slovenia;Alenka Gotar;"Cvet z juga";Slovene;7;140
2007;Semifinal;26;Turkey;Kenan Doğulu;"Shake It Up Şekerim";English;3;197
2007;Semifinal;27;Austria;Eric Papilaya;"Get a Life – Get Alive";English;27;4
2007;Semifinal;28;Latvia;Bonaparti.lv;"Questa notte";Italian;5;168
2007;Grand Final;01;Bosnia and Herzegovina;Marija Šestić;"Rijeka bez imena" (Ријека без имена);Serbian;11;106
2007;Grand Final;02;Spain;D'NASH;"I Love You Mi Vida";Spanish;20;43
2007;Grand Final;03;Belarus;Dmitry Koldun;"Work Your Magic";English;6;145
2007;Grand Final;04;Ireland;Dervish;"They Can't Stop the Spring";English;24;5
2007;Grand Final;05;Finland;Hanna Pakarinen;"Leave Me Alone";English;17;53
2007;Grand Final;06;Macedonia;Karolina;"Mojot svet" (Мојот свет);Macedonian, English;14;73
2007;Grand Final;07;Slovenia;Alenka Gotar;"Cvet z juga";Slovene;15;66
2007;Grand Final;08;Hungary;Magdi Rúzsa;"Unsubstantial Blues";English;9;128
2007;Grand Final;09;Lithuania;4Fun;"Love or Leave";English;21;28
2007;Grand Final;10;Greece;Sarbel;"Yassou Maria" (Γεια σου Μαρία);English;7;139
2007;Grand Final;11;Georgia;Sopho Khalvashi;"Visionary Dream";English;12;97
2007;Grand Final;12;Sweden;The Ark;"The Worrying Kind";English;18;51
2007;Grand Final;13;France;Les Fatals Picards;"L'amour à la française";French, English ("Franglais");22;19
2007;Grand Final;14;Latvia;Bonaparti.lv;"Questa notte";Italian;16;54
2007;Grand Final;15;Russia;Serebro;"Song #1";English;3;207
2007;Grand Final;16;Germany;Roger Cicero;"Frauen regier'n die Welt";German, English;19;49
2007;Grand Final;17;Serbia;Marija Šerifović;"Molitva" (Молитва);Serbian;1;268
2007;Grand Final;18;Ukraine;Verka Serduchka;"Dancing Lasha Tumbai" (Dancing Лаша Тумбай);German, English, Ukrainian, Russian;2;235
2007;Grand Final;19;United Kingdom;Scooch;"Flying the Flag (For You)";English;23;19
2007;Grand Final;20;Romania;Todomondo;"Liubi, Liubi, I Love You" (Люби, Люби, I Love You);English, Italian, Spanish,Russian, French, Romanian;13;84
2007;Grand Final;21;Bulgaria;Elitsa Todorova & Stoyan Yankoulov;"Water";Bulgarian;5;157
2007;Grand Final;22;Turkey;Kenan Doğulu;"Shake It Up Şekerim";English;4;163
2007;Grand Final;23;Armenia;Hayko;"Anytime You Need";English, Armenian;8;138
2007;Grand Final;24;Moldova;Natalia Barbu;"Fight";English;10;109
2008;Semifinal 1;01;Montenegro;Stefan Filipović;"Zauvijek volim te" (Заувијек волим те);Montenegrin;14;23
2008;Semifinal 1;02;Israel;Boaz Ma'uda;"The Fire in Your Eyes";Hebrew, English;5;104
2008;Semifinal 1;03;Estonia;Kreisiraadio;"Leto svet";Serbian, German, Finnish;18;8
2008;Semifinal 1;04;Moldova;Geta Burlacu;"A Century of Love";English;12;36
2008;Semifinal 1;05;San Marino;Miodio;"Complice";Italian;19;5
2008;Semifinal 1;06;Belgium;Ishtar;"O Julissi";Imaginary;17;16
2008;Semifinal 1;07;Azerbaijan;Elnur and Samir;"Day After Day";English;6;96
2008;Semifinal 1;08;Slovenia;Rebeka Dremelj;"Vrag naj vzame";Slovene;11;36
2008;Semifinal 1;09;Norway;Maria Haukaas Storeng;"Hold On Be Strong";English;4;106
2008;Semifinal 1;10;Poland;Isis Gee;"For Life";English;10;42
2008;Semifinal 1;11;Ireland;Dustin the Turkey;"Irelande Douze Pointe";English;15;22
2008;Semifinal 1;12;Andorra;Gisela;"Casanova";English, Catalan;16;22
2008;Semifinal 1;13;Bosnia and Herzegovina;Laka;"Pokušaj";Bosnian;9;72
2008;Semifinal 1;14;Armenia;Sirusho;"Qélé, Qélé" (Քելե Քելե);English, Armenian;2;139
2008;Semifinal 1;15;Netherlands;Hind;"Your Heart Belongs to Me";English;13;27
2008;Semifinal 1;16;Finland;Teräsbetoni;"Missä miehet ratsastaa";Finnish;8;79
2008;Semifinal 1;17;Romania;Nico and Vlad;"Pe-o margine de lume";Romanian, Italian;7;94
2008;Semifinal 1;18;Russia;Dima Bilan;"Believe";English;3;135
2008;Semifinal 1;19;Greece;Kalomira;"Secret Combination";English;1;156
2008;Semifinal 2;01;Iceland;Euroband;"This Is My Life";English;8;68
2008;Semifinal 2;02;Sweden;Charlotte Perrelli;"Hero";English;12;54
2008;Semifinal 2;03;Turkey;Mor ve Ötesi;"Deli";Turkish;7;85
2008;Semifinal 2;04;Ukraine;Ani Lorak;"Shady Lady";English;1;152
2008;Semifinal 2;05;Lithuania;Jeronimas Milius;"Nomads in the Night";English;16;30
2008;Semifinal 2;06;Albania;Olta Boka;"Zemrën e lamë peng";Albanian;9;67
2008;Semifinal 2;07;Switzerland;Paolo Meneguzzi;"Era stupendo";Italian;13;47
2008;Semifinal 2;08;Czech Republic;Tereza Kerndlová;"Have Some Fun";English;18;9
2008;Semifinal 2;09;Belarus;Ruslan Alekhno;"Hasta la Vista";English;17;27
2008;Semifinal 2;10;Latvia;Pirates of the Sea;"Wolves of the Sea";English;6;86
2008;Semifinal 2;11;Croatia;Kraljevi ulice and 75 Cents;"Romanca";Croatian;4;112
2008;Semifinal 2;12;Bulgaria;Deep Zone and Balthazar;"DJ, Take Me Away";English;11;56
2008;Semifinal 2;13;Denmark;Simon Mathew;"All Night Long";English;3;112
2008;Semifinal 2;14;Georgia;Diana Gurtskaya;"Peace Will Come";English;5;107
2008;Semifinal 2;15;Hungary;Csézy;"Candlelight";English, Hungarian;19;6
2008;Semifinal 2;16;Malta;Morena;"Vodka";English;14;38
2008;Semifinal 2;17;Cyprus;Evdokia Kadi;"Femme Fatale";Greek;15;36
2008;Semifinal 2;18;Macedonia;Tamara, Vrčak & Adrian;"Let Me Love You";English;10;64
2008;Semifinal 2;19;Portugal;Vânia Fernandes;"Senhora do mar (Negras águas)";Portuguese;2;120
2008;Grand Final;01;Romania;Nico and Vlad;"Pe-o margine de lume";Romanian, Italian;20;45
2008;Grand Final;02;United Kingdom;Andy Abraham;"Even If";English;25;14
2008;Grand Final;03;Albania;Olta Boka;"Zemrën e lamë peng";Albanian;17;55
2008;Grand Final;04;Germany;No Angels;"Disappear";English;23;14
2008;Grand Final;05;Armenia;Sirusho;"Qélé, Qélé" (Քելե Քելե);English, Armenian;4;199
2008;Grand Final;06;Bosnia and Herzegovina;Laka;"Pokušaj";Bosnian;10;110
2008;Grand Final;07;Israel;Boaz Ma'uda;"The Fire in Your Eyes";Hebrew, English;9;124
2008;Grand Final;08;Finland;Teräsbetoni;"Missä miehet ratsastaa";Finnish;22;35
2008;Grand Final;09;Croatia;Kraljevi ulice and 75 Cents;"Romanca";Croatian;21;44
2008;Grand Final;10;Poland;Isis Gee;"For Life";English;24;14
2008;Grand Final;11;Iceland;Euroband;"This Is My Life";English;14;64
2008;Grand Final;12;Turkey;Mor ve Ötesi;"Deli";Turkish;7;138
2008;Grand Final;13;Portugal;Vânia Fernandes;"Senhora do mar (Negras águas)";Portuguese;13;69
2008;Grand Final;14;Latvia;Pirates of the Sea;"Wolves of the Sea";English;12;83
2008;Grand Final;15;Sweden;Charlotte Perrelli;"Hero";English;18;47
2008;Grand Final;16;Denmark;Simon Mathew;"All Night Long";English;15;60
2008;Grand Final;17;Georgia;Diana Gurtskaya;"Peace Will Come";English;11;83
2008;Grand Final;18;Ukraine;Ani Lorak;"Shady Lady";English;2;230
2008;Grand Final;19;France;Sébastien Tellier;"Divine";English, French;19;47
2008;Grand Final;20;Azerbaijan;Elnur and Samir;"Day After Day";English;8;132
2008;Grand Final;21;Greece;Kalomira;"Secret Combination";English;3;218
2008;Grand Final;22;Spain;Rodolfo Chikilicuatre;"Baila el Chiki-chiki";Spanish, English;16;55
2008;Grand Final;23;Serbia;Jelena Tomašević feat. Bora Dugić;"Oro" (Оро);Serbian;6;160
2008;Grand Final;24;Russia;Dima Bilan;"Believe";English;1;272
2008;Grand Final;25;Norway;Maria Haukaas Storeng;"Hold On Be Strong";English;5;182
2009;Semifinal 1;01;Montenegro;Andrea Demirović;"Just Get Out of My Life";English;11;44
2009;Semifinal 1;02;Czech Republic;Gipsy.cz;"Aven Romale";English, Romani;18;0
2009;Semifinal 1;03;Belgium;Copycat;"Copycat";English;17;1
2009;Semifinal 1;04;Belarus;Petr Elfimov;"Eyes That Never Lie";English;13;25
2009;Semifinal 1;05;Sweden;Malena Ernman;"La voix";French, English;4;105
2009;Semifinal 1;06;Armenia;Inga and Anush;"Jan Jan" (Ջան Ջան);English, Armenian;5;99
2009;Semifinal 1;07;Andorra;Susanne Georgi;"La teva decisió (Get a Life)";Catalan, English;15;8
2009;Semifinal 1;08;Switzerland;Lovebugs;"The Highest Heights";English;14;15
2009;Semifinal 1;09;Turkey;Hadise;"Düm Tek Tek";English;2;172
2009;Semifinal 1;10;Israel;Noa and Mira Awad;"There Must Be Another Way";English, Hebrew, Arabic;7;75
2009;Semifinal 1;11;Bulgaria;Krassimir Avramov;"Illusion";English;16;7
2009;Semifinal 1;12;Iceland;Yohanna;"Is It True?";English;1;174
2009;Semifinal 1;13;Macedonia;Next Time;"Nešto što kje ostane"(Нешто што ќе остане);Macedonian;10;45
2009;Semifinal 1;14;Romania;Elena;"The Balkan Girls";English;9;67
2009;Semifinal 1;15;Finland;Waldo's People;"Lose Control";English;12;42
2009;Semifinal 1;16;Portugal;Flor-de-Lis;"Todas as ruas do amor";Portuguese;8;70
2009;Semifinal 1;17;Malta;Chiara;"What If We";English;6;86
2009;Semifinal 1;18;Bosnia and Herzegovina;Regina;"Bistra voda";Bosnian[71];3;125
2009;Semifinal 2;01;Croatia;Igor Cukrov feat. Andrea;"Lijepa Tena";Croatian;13;33
2009;Semifinal 2;02;Ireland;Sinéad Mulvey and Black Daisy;"Et Cetera";English;11;52
2009;Semifinal 2;03;Latvia;Intars Busulis;"Probka" (Пробка);Russian;19;7
2009;Semifinal 2;04;Serbia;Marko Kon and Milaan;"Cipela" (Ципела);Serbian;10;60
2009;Semifinal 2;05;Poland;Lidia Kopania;"I Don't Wanna Leave";English;12;43
2009;Semifinal 2;06;Norway;Alexander Rybak;"Fairytale";English;1;201
2009;Semifinal 2;07;Cyprus;Christina Metaxa;"Firefly";English;14;32
2009;Semifinal 2;08;Slovakia;Kamil Mikulčík and Nela Pocisková;"Leť tmou";Slovak;18;8
2009;Semifinal 2;09;Denmark;Niels Brinck;"Believe Again";English;8;69
2009;Semifinal 2;10;Slovenia;Quartissimo feat. Martina;"Love Symphony";English, Slovene;16;14
2009;Semifinal 2;11;Hungary;Zoli Ádok;"Dance with Me";English;15;16
2009;Semifinal 2;12;Azerbaijan;AySel and Arash;"Always";English;2;180
2009;Semifinal 2;13;Greece;Sakis Rouvas;"This Is Our Night";English;4;110
2009;Semifinal 2;14;Lithuania;Sasha Son;"Love";English, Russian;9;66
2009;Semifinal 2;15;Moldova;Nelly Ciobanu;"Hora din Moldova";Romanian, English;5;106
2009;Semifinal 2;16;Albania;Kejsi Tola;"Carry Me in Your Dreams";English;7;73
2009;Semifinal 2;17;Ukraine;Svetlana Loboda;"Be My Valentine! (Anti-Crisis Girl)";English;6;80
2009;Semifinal 2;18;Estonia;Urban Symphony;"Rändajad";Estonian;3;115
2009;Semifinal 2;19;Netherlands;The Toppers;"Shine";English;17;11
2009;Grand Final;01;Lithuania;Sasha Son;"Love";English, Russian;23;23
2009;Grand Final;02;Israel;Noa and Mira Awad;"There Must Be Another Way";English, Hebrew, Arabic;16;53
2009;Grand Final;03;France;Patricia Kaas;"Et s'il fallait le faire";French;8;107
2009;Grand Final;04;Sweden;Malena Ernman;"La voix";French, English;21;33
2009;Grand Final;05;Croatia;Igor Cukrov feat. Andrea;"Lijepa Tena";Croatian;18;45
2009;Grand Final;06;Portugal;Flor-de-Lis;"Todas as ruas do amor";Portuguese;15;57
2009;Grand Final;07;Iceland;Yohanna;"Is It True?";English;2;218
2009;Grand Final;08;Greece;Sakis Rouvas;"This Is Our Night";English;7;120
2009;Grand Final;09;Armenia;Inga and Anush;"Jan Jan" (Ջան Ջան);English, Armenian;10;92
2009;Grand Final;10;Russia;Anastasiya Prikhodko;"Mamo" (Мамо);Russian, Ukrainian;11;91
2009;Grand Final;11;Azerbaijan;AySel and Arash;"Always";English;3;207
2009;Grand Final;12;Bosnia and Herzegovina;Regina;"Bistra voda";Bosnian[71];9;106
2009;Grand Final;13;Moldova;Nelly Ciobanu;"Hora din Moldova";Romanian, English;14;69
2009;Grand Final;14;Malta;Chiara;"What If We";English;22;31
2009;Grand Final;15;Estonia;Urban Symphony;"Rändajad";Estonian;6;129
2009;Grand Final;16;Denmark;Niels Brinck;"Believe Again";English;13;74
2009;Grand Final;17;Germany;Alex Swings Oscar Sings!;"Miss Kiss Kiss Bang";English;20;35
2009;Grand Final;18;Turkey;Hadise;"Düm Tek Tek";English;4;177
2009;Grand Final;19;Albania;Kejsi Tola;"Carry Me in Your Dreams";English;17;48
2009;Grand Final;20;Norway;Alexander Rybak;"Fairytale";English;1;387
2009;Grand Final;21;Ukraine;Svetlana Loboda;"Be My Valentine";English;12;76
2009;Grand Final;22;Romania;Elena;"The Balkan Girls";English;19;40
2009;Grand Final;23;United Kingdom;Jade Ewen;"It's My Time";English;5;173
2009;Grand Final;24;Finland;Waldo's People;"Lose Control";English;25;22
2009;Grand Final;25;Spain;Soraya Arnelas;"La noche es para mí";Spanish, English;24;23
2010;Semifinal 1;01;Moldova;SunStroke Project and Olia Tira;"Run Away";English;10;52
2010;Semifinal 1;02;Russia;Peter Nalitch and Friends;"Lost and Forgotten";English;7;74
2010;Semifinal 1;03;Estonia;Malcolm Lincoln and Manpower 4;"Siren";English;14;39
2010;Semifinal 1;04;Slovakia;Kristina;"Horehronie";Slovak;16;24
2010;Semifinal 1;05;Finland;Kuunkuiskaajat;"Työlki ellää";Finnish;11;49
2010;Semifinal 1;06;Latvia;Aisha;"What For?";English;17;11
2010;Semifinal 1;07;Serbia;Milan Stanković;"Ovo je Balkan" (Oво je Балкан);Serbian;5;79
2010;Semifinal 1;08;Bosnia and Herzegovina;Vukašin Brajić;"Thunder and Lightning";English;8;59
2010;Semifinal 1;09;Poland;Marcin Mroziński;"Legenda";English, Polish;13;44
2010;Semifinal 1;10;Belgium;Tom Dice;"Me and My Guitar";English;1;167
2010;Semifinal 1;11;Malta;Thea Garrett;"My Dream";English;12;45
2010;Semifinal 1;12;Albania;Juliana Pasha;"It's All About You";English;6;76
2010;Semifinal 1;13;Greece;Giorgos Alkaios and Friends;"OPA" (ΩΠΑ);Greek;2;133
2010;Semifinal 1;14;Portugal;Filipa Azevedo;"Há dias assim";Portuguese;4;89
2010;Semifinal 1;15;Macedonia;Gjoko Taneski;"Jas ja imam silata" (Јас ја имам силата);Macedonian;15;37
2010;Semifinal 1;16;Belarus;3+2 feat Robert Wells;"Butterflies";English;9;59
2010;Semifinal 1;17;Iceland;Hera Björk;"Je ne sais quoi";English;3;123
2010;Semifinal 2;01;Lithuania;InCulto;"Eastern European Funk";English;12;44
2010;Semifinal 2;02;Armenia;Eva Rivas;"Apricot Stone";English;6;83
2010;Semifinal 2;03;Israel;Harel Skaat;"Milim" (מילים);Hebrew;8;71
2010;Semifinal 2;04;Denmark;Chanée and N'evergreen;"In a Moment Like This";English;5;101
2010;Semifinal 2;05;Switzerland;Michael von der Heide;"Il pleut de l'or";French;17;2
2010;Semifinal 2;06;Sweden;Anna Bergendahl;"This Is My Life";English;11;62
2010;Semifinal 2;07;Azerbaijan;Safura;"Drip Drop";English;2;113
2010;Semifinal 2;08;Ukraine;Alyosha;"Sweet People";English;7;77
2010;Semifinal 2;09;Netherlands;Sieneke;"Ik ben verliefd (Sha-la-lie)";Dutch;14;29
2010;Semifinal 2;10;Romania;Paula Seling and  Ovi;"Playing with Fire";English;4;104
2010;Semifinal 2;11;Slovenia;Ansambel Žlindra and Kalamari;"Narodnozabavni rock";Slovene;16;6
2010;Semifinal 2;12;Ireland;Niamh Kavanagh;"It's for You";English;9;67
2010;Semifinal 2;13;Bulgaria;Miro;"Angel si ti" (Ангел си ти);Bulgarian, English;15;19
2010;Semifinal 2;14;Cyprus;Jon Lilygreen and The Islanders;"Life Looks Better in Spring";English;10;67
2010;Semifinal 2;15;Croatia;Feminnem;"Lako je sve";Croatian;13;33
2010;Semifinal 2;16;Georgia;Sofia Nizharadze;"Shine";English;3;106
2010;Semifinal 2;17;Turkey;maNga;"We Could Be the Same";English;1;118
2010;Grand Final;01;Azerbaijan;Safura;"Drip Drop";English;5;145
2010;Grand Final;02;Spain;Daniel Diges;"Algo Pequeñito";Spanish;15;68
2010;Grand Final;03;Norway;Didrik Solli-Tangen;"My Heart Is Yours";English;20;35
2010;Grand Final;04;Moldova;SunStroke Project and Olia Tira;"Run Away";English;22;27
2010;Grand Final;05;Cyprus;Jon Lilygreen and The Islanders;"Life Looks Better in Spring";English;21;27
2010;Grand Final;06;Bosnia and Herzegovina;Vukašin Brajić;"Thunder and Lightning";English;17;51
2010;Grand Final;07;Belgium;Tom Dice;"Me and My Guitar";English;6;143
2010;Grand Final;08;Serbia;Milan Stanković;"Ovo je Balkan" (Oво je Балкан);Serbian;13;72
2010;Grand Final;09;Belarus;3+2 feat Robert Wells;"Butterflies";English;24;18
2010;Grand Final;10;Ireland;Niamh Kavanagh;"It's for You";English;23;25
2010;Grand Final;11;Greece;Giorgos Alkaios and Friends;"OPA" (ΩΠΑ);Greek;8;140
2010;Grand Final;12;United Kingdom;Josh Dubovie;"That Sounds Good to Me";English;25;10
2010;Grand Final;13;Georgia;Sofia Nizharadze;"Shine";English;9;136
2010;Grand Final;14;Turkey;maNga;"We Could Be the Same";English;2;170
2010;Grand Final;15;Albania;Juliana Pasha;"It's All About You";English;16;62
2010;Grand Final;16;Iceland;Hera Björk;"Je ne sais quoi";English;19;41
2010;Grand Final;17;Ukraine;Alyosha;"Sweet People";English;10;108
2010;Grand Final;18;France;Jessy Matador;"Allez Ola Olé";French;12;82
2010;Grand Final;19;Romania;Paula Seling and Ovi;"Playing with Fire";English;3;162
2010;Grand Final;20;Russia;Peter Nalitch and Friends;"Lost and Forgotten";English;11;90
2010;Grand Final;21;Armenia;Eva Rivas;"Apricot Stone";English;7;141
2010;Grand Final;22;Germany;Lena;"Satellite";English;1;246
2010;Grand Final;23;Portugal;Filipa Azevedo;"Há dias assim";Portuguese;18;43
2010;Grand Final;24;Israel;Harel Skaat;"Milim" (מילים);Hebrew;14;71
2010;Grand Final;25;Denmark;Chanée and N'evergreen;"In a Moment Like This";English;4;149
2011;Semifinal 1;01;Poland;Magdalena Tul;"Jestem";Polish;19;18
2011;Semifinal 1;02;Norway;Stella Mwangi;"Haba Haba";English, Swahili;17;30
2011;Semifinal 1;03;Albania;Aurela Gaçe;"Feel the Passion";English, Albanian;14;47
2011;Semifinal 1;04;Armenia;Emmy;"Boom Boom";English;12;54
2011;Semifinal 1;05;Turkey;Yüksek Sadakat;"Live It Up";English;13;47
2011;Semifinal 1;06;Serbia;Nina;"Čaroban" (Чаробан);Serbian;8;67
2011;Semifinal 1;07;Russia;Alexey Vorobyov;"Get You";English, Russian;9;64
2011;Semifinal 1;08;Switzerland;Anna Rossinelli;"In Love for a While";English;10;55
2011;Semifinal 1;09;Georgia;Eldrine;"One More Day";English;6;74
2011;Semifinal 1;10;Finland;Paradise Oskar;"Da Da Dam";English;3;103
2011;Semifinal 1;11;Malta;Glen Vella;"One Life";English;11;54
2011;Semifinal 1;12;San Marino;Senit;"Stand By";English;16;34
2011;Semifinal 1;13;Croatia;Daria;"Celebrate";English;15;41
2011;Semifinal 1;14;Iceland;Sjonni's Friends;"Coming Home";English;4;100
2011;Semifinal 1;15;Hungary;Kati Wolf;"What About My Dreams?";English, Hungarian;7;72
2011;Semifinal 1;16;Portugal;Homens da Luta;"A luta é alegria";Portuguese;18;22
2011;Semifinal 1;17;Lithuania;Evelina Sašenko;"C'est ma vie";English;5;81
2011;Semifinal 1;18;Azerbaijan;Ell & Nikki;"Running Scared";English;2;122
2011;Semifinal 1;19;Greece;Loukas Giorkas feat. Stereo Mike;"Watch My Dance";English, Greek;1;133
2011;Semifinal 2;01;Bosnia and Herzegovina;Dino Merlin;"Love in Rewind";English, Bosnian;5;109
2011;Semifinal 2;02;Austria;Nadine Beiler;"The Secret Is Love";English;7;69
2011;Semifinal 2;03;Netherlands;3JS;"Never Alone";English;19;13
2011;Semifinal 2;04;Belgium;Witloof Bay;"With Love Baby";English;11;53
2011;Semifinal 2;05;Slovakia;TWiiNS;"I'm Still Alive";English;13;48
2011;Semifinal 2;06;Ukraine;Mika Newton;"Angel";English;6;81
2011;Semifinal 2;07;Moldova;Zdob și Zdub;"So Lucky";English;10;54
2011;Semifinal 2;08;Sweden;Eric Saade;"Popular";English;1;155
2011;Semifinal 2;09;Cyprus;Christos Mylordos;"San aggelos s'agapisa" (Σαν άγγελος σ'αγάπησα);Greek;18;16
2011;Semifinal 2;10;Bulgaria;Poli Genova;"Na inat" (На инат);Bulgarian;12;48
2011;Semifinal 2;11;Macedonia;Vlatko Ilievski;"Rusinka" (Русинкa);Macedonian, English;16;36
2011;Semifinal 2;12;Israel;Dana International;"Ding Dong";Hebrew, English;15;38
2011;Semifinal 2;13;Slovenia;Maja Keuc;"No One";English;3;112
2011;Semifinal 2;14;Romania;Hotel FM;"Change";English;4;111
2011;Semifinal 2;15;Estonia;Getter Jaani;"Rockefeller Street";English;9;60
2011;Semifinal 2;16;Belarus;Anastasia Vinnikova;"I Love Belarus";English;14;45
2011;Semifinal 2;17;Latvia;Musiqq;"Angel in Disguise";English;17;25
2011;Semifinal 2;18;Denmark;A Friend in London;"New Tomorrow";English;2;135
2011;Semifinal 2;19;Ireland;Jedward;"Lipstick";English;8;68
2011;Grand Final;01;Finland;Paradise Oskar;"Da Da Dam";English;21;57
2011;Grand Final;02;Bosnia and Herzegovina;Dino Merlin;"Love in Rewind";English, Bosnian;6;125
2011;Grand Final;03;Denmark;A Friend in London;"New Tomorrow";English;5;134
2011;Grand Final;04;Lithuania;Evelina Sašenko;"C'est ma vie";English;19;63
2011;Grand Final;05;Hungary;Kati Wolf;"What About My Dreams?";English, Hungarian;22;53
2011;Grand Final;06;Ireland;Jedward;"Lipstick";English;8;119
2011;Grand Final;07;Sweden;Eric Saade;"Popular";English;3;185
2011;Grand Final;08;Estonia;Getter Jaani;"Rockefeller Street";English;24;44
2011;Grand Final;09;Greece;Loukas Giorkas feat. Stereo Mike;"Watch My Dance";English, Greek;7;120
2011;Grand Final;10;Russia;Alexey Vorobyov;"Get You";English, Russian;16;77
2011;Grand Final;11;France;Amaury Vassili;"Sognu";Corsican;15;82
2011;Grand Final;12;Italy;Raphael Gualazzi;"Madness of Love";Italian, English;2;189
2011;Grand Final;13;Switzerland;Anna Rossinelli;"In Love for a While";English;25;19
2011;Grand Final;14;United Kingdom;Blue;"I Can";English;11;100
2011;Grand Final;15;Moldova;Zdob și Zdub;"So Lucky";English;12;97
2011;Grand Final;16;Germany;Lena;"Taken by a Stranger";English;10;107
2011;Grand Final;17;Romania;Hotel FM;"Change";English;17;77
2011;Grand Final;18;Austria;Nadine Beiler;"The Secret Is Love";English;18;64
2011;Grand Final;19;Azerbaijan;Ell & Nikki;"Running Scared";English;1;221
2011;Grand Final;20;Slovenia;Maja Keuc;"No One";English;13;96
2011;Grand Final;21;Iceland;Sjonni's Friends;"Coming Home";English;20;61
2011;Grand Final;22;Spain;Lucía Pérez;"Que me quiten lo bailao";Spanish;23;50
2011;Grand Final;23;Ukraine;Mika Newton;"Angel";English;4;159
2011;Grand Final;24;Serbia;Nina;"Čaroban" (Чаробан);Serbian;14;85
2011;Grand Final;25;Georgia;Eldrine;"One More Day";English;9;110
2012;Semifinal 1;01;Montenegro;Rambo Amadeus;"Euro Neuro";English;15;20
2012;Semifinal 1;02;Iceland;Greta Salóme and Jónsi;"Never Forget";English;8;75
2012;Semifinal 1;03;Greece;Eleftheria Eleftheriou;"Aphrodisiac";English;4;116
2012;Semifinal 1;04;Latvia;Anmary;"Beautiful Song";English;16;17
2012;Semifinal 1;05;Albania;Rona Nishliu;"Suus";Albanian;2;146
2012;Semifinal 1;06;Romania;Mandinga;"Zaleilah";Spanish, English;3;120
2012;Semifinal 1;07;Switzerland;Sinplus;"Unbreakable";English;11;45
2012;Semifinal 1;08;Belgium;Iris;"Would You?";English;17;16
2012;Semifinal 1;09;Finland;Pernilla Karlsson;"När jag blundar";Swedish;12;41
2012;Semifinal 1;10;Israel;Izabo;"Time";English, Hebrew;13;33
2012;Semifinal 1;11;San Marino;Valentina Monetta;"The Social Network Song (Oh Oh – Uh - Oh Oh)";English;14;31
2012;Semifinal 1;12;Cyprus;Ivi Adamou;"La La Love";English;7;91
